,line_id,name,mode,stops
47,133,133,bus,"['490001279E', '490012761SQ', '490003758O', '490008765M', '490010078K', '490001281B', '490003598S', '490013186TA', '490005234N', '490008310N', '490015218N', '490008544N', '490004101N', '490011793N', '490008919Y', '490000031S', '490007523E', '490014085N', '490009373N1', '490007587N', '490008248N', '490014013N', '490008642H', '490008645Y', '490000121B', '490010925N', '490010223N', '490000073S', '490000073F', '490012354N', '490000026C', '490013910G', '490000139M', '490009267D', '490000013F', '490007596L', '490015124Z', '490000225T', '490001067R', '490015096L', '490008275G', '490000044F', '490004514W', '490015239K', '490002402ZW', '490011244J', '490004514E', '490000044E', '490008275D', '490008275K', '490001067Q', '490000225S', '490000225W', '490010199E', '490000143E', '490000040B', '490009267E', '490000139Y', '490013910S', '490013910H', '490000026A', '490003548B', '490000073G', '490010223S1', '490010925S', '490000121S', '490008645Z', '490008642J', '490014013S', '490007587S', '490009373S1', '490014085S', '490007523G', '490000031P', '490011793S', '490004362S1', '490004101S', '490008544S', '490015218S', '490008310S', '490005234S', '490013186S', '490001281D', '490009076E', '490010078J', '490008765L', '490003758NA', '490012761U', '490001279W']"
48,134,134,bus,"['490000252E', '490000252X', '490015042T', '490010158N', '490000152A', '490004714E', '490015041Y', '490000036L', '490007927A', '490011199R', '490004894L', '490000123B', '490008661N', '490008904N1', '490005973F', '490015053J', '490009985N', '490003989Y', '490000008U', '490014277N', '490008943N', '490010433N', '490012359E', '490014875C', '490008161N', '490010602N', '490005712N', '490006948M', '490015187F', '490015186A', '490009765N', '490003212N', '490014725N', '490010896N', '490007714N', '490010327N', '490006852N', '490008237N', '490007029N', '490007030W', '490012994W', '490005749W', '490008250W', '490007575W', '490010369H', '490013149Z2', '490015518E', '490010369G', '490007575E', '490008250E', '490009102E', '490007030E', '490007029S', '490003443S', '490010327S', '490007714S', '490010896S', '490014725S', '490003212S', '490015186B', '490015187E', '490005250N', '490015530S2', '490005712S1', '490010602S', '490008161S', '490014875D', '490000109S', '490012359S', '490010433S', '490008943S', '490014277Q', '490000008W', '490003989Z', '490009985S', '490015053C', '490008904S1', '490008662G', '490000123A', '490007082K', '490011199S', '490011755S', '490004713D', '490000036S', '490011168S2', '490000152C', '490012158S', '490010158S', '490015042U', '490000252E']"
49,135,135,bus,"['490008507N2', '490002025A', '490007777N', '490008529E', '490013513S', '490012736S', '490005878S', '490010999S', '490007241S', '490002048Z', '490006345W', '490002061B', '490013184W', '490012438N', '490008757N', '490006092N', '490012181N', '490003602N', '490009545N', '490005323N', '490016668K', '490000038J', '490000038G', '490014483E', '490014457B', '490014459B', '490011878N', '490014484N', '490009160W', '490009403W', '490001180W', '490012669W', '490009655W', '490006692W', '490012782W', '490014308E', '490010255W', '490009276W', '490000004W', '490006229ZY', '490000138F', '490011187N', '490005524E', '490005910A', '490011448Z', '490000169L', '490010109E', '490011249A', '490015193S', '490011448S', '490005910S', '490005524D', '490011187S', '490000138L', '490000003B', '490000004Z', '490009276E', '490010255E', '490014308F', '490012782E', '490003353E', '490012669E', '490001180E', '490009403E', '490011873E', '490009158E', '490009159S', '490002083A', '490014483C', '490000038F', '490016668L', '490005323S', '490009545S', '490003602S', '490012181S', '490006092S', '490008757S', '490012438S', '490013184E', '490002061A', '490009924S', '490002048X', '490007161E', '490007241N', '490010999N', '490005878N', '490012736N', '490013513N', '490008529N', '490007777S', '490009274S', '490002025B', '490008507S']"
50,136,136,bus,"['490015256D', '490013390W', '490010393S', '490012324W', '490007977W', '490013993W', '490012635W', '490007221W', '490011423W', '490004430N', '490010528N', '490012286N1', '490013572N', '490004866N', '490003852A', '490010248N', '490005020N', '490003596N', '490015150W', '490013282A', '490011703HE', '490007163HF', '490009109HH', '490009113HJ', '490009111HL', '490009105U', '490011522E', '490001177S', '490001177F', '490008549W', '490013896W', '490009107W', '490009441W', '490009530N', '490003298N', '490007276Y', '490000156O', '490010204K', '490010205A', '490011088QA', '490001233QB', '490004799QC', '490005382J', '490011842R', '490014252W', '490012248W', '490012249N', '490011974N', '490005631N', '490012710N', '490003143E', '490003274N', '490013658N1', '490003557N', '490015379N', '490000715Z', '490007739N', '490000073S', '490000073F', '490000073G', '490000073R', '490008122Y', '490015379S', '490003557S', '490013658S1', '490003274S', '490003143W', '490012710S', '490011974S', '490012249S', '490010883S', '490014252E', '490011842B', '490010882G', '490004799QD', '490001233QN', '490011088QJ', '490010205E', '490010204H', '490000156M', '490009689T', '490003298S', '490009530S', '490009441E', '490009107E', '490013890W', '490013896E', '490008549E', '490001177Z', '490009110W', '490010038Z', '490009111HN', '490009113S', '490009109S', '490007163HS', '490011703O', '490013282D', '490015150Y', '490003596S', '490010248S', '490004865S', '490003852B', '490004866S', '490013572S', '490012286S', '490010528S', '490011423E', '490007221E', '490012635E', '490013993E', '490007977E', '490012324N', '490006172E', '490013390E', '490015256C']"
51,137,137,bus,"['490000144R', '490006111S1', '490009277S', '490000119P', '490000130K2', '490011097S', '490015175C', '490000206M', '490011763S', '490002219Z', '490009205E', '490005064S', '490012235S', '490001016C', '490001234S', '490012161S2', '490011163S', '490014192S', '490005919S', '490004912S', '490013803E', '490005328V', '490015234A', '490010776E', '490003796E', '490009460S', '490005350S', '490016810S', '490013621S', '490003472S', '490010243E', '490012931E', '490005234S', '490013186R', '490013186TA', '490005234N', '490012931W', '490010243W', '490003472N', '490013621N', '490005350N', '490009460N', '490003796D', '490010776W', '490000050K', '490015236M', '490011673W', '490004912N', '490005919N', '490015538N1', '490014192N2', '490011163N', '490012161N', '490001234N', '490001016D', '490012235N', '490005064N', '490009205N', '490005063N', '490011763N', '490000206K', '490015175A', '490011097N', '490000130K1', '490000119W', '490009277Y', '490006111N2', '490000144W']"
52,138,138,bus,"['490005141S1', '490019481S', '490013139S', '490013140S', '490009033E', '490004011N', '490004013N', '490019482N', '490019483N', '490004012N', '490011219N', '490005543W', '490003099N', '490005545N', '490008289W1', '490001145C', '490007941D', '490007949S2', '490005758N', '490013498N', '490009774N', '490007282N', '490003644E', '490004376N', '490004897E', '490011304D', '490012775E', '490001037W', '4900004410U', '490008665Q', '490004435Q', '4900004425O', '490001036N', '490001036D', '490008665T', '4900006507W', '490001037X', '4900012775K', '490011304L', '490004897W', '490004376W', '490003644W', '490009774S', '490013498S', '490005758S', '490007949S1', '490007941A', '490001145B', '490008289W2', '490005545S', '490003097E', '490005543E', '490005141S1']"
53,139,139,bus,"['490000254H', '490014270P', '490008932T', '490011938U', '490003112J', '490013766H', '490013767T', '490011515Z', '490011515W', '490005537RA', '490015196R', '490011985BX', '490010622BA', '490002121Z', '490011124F', '490000011ZZ', '490002122Z', '490010797W', '490011717W', '490005311N2', '490006979N', '490015334N', '490003030N', '490009675N', '490004187N', '490003027N', '490011237N', '490003068N', '490014819N', '490012082A', '490001330N', '490006041F', '490014431N', '490014468N', '490006951N', '490006953N', '490015362N', '490005160N', '490009232N', '490006262N', '490007267GM', '490000087GF', '490000087GF', '490007267GL', '490006262S', '490009232S', '490005160S2', '490015362S', '490008061S', '490006953S', '490006951S', '490014468S', '490014431S', '490006041D', '490000263S', '490012082B', '490014819S', '490011237S', '490003027S', '490004187S', '490004800S', '490009675S', '490007557G', '490015334H', '490006979S', '490005311S1', '490011717S', '490010797E', '490000011B', '490015021G', '490015316J', '490010622L', '490011985BC', '490015196OF', '490000173RG', '490004810RK', '490000179F', '490007960R', '490013767B', '490013766G', '490012247A', '490020255S', '490014271N', '490000254E']"
54,14,14,bus,"['490011285E2', '490011285N', '490012340N', '490001231N', '490001231B', '490011286M', '490011278S', '490015157V', '490007051N', '490007054E', '490010123E2', '490011385E', '490010861T', '490008547E', '490000084L', '490005075E', '490005069E', '490008380HD', '490006437HE', '490005062HF', '490003726E', '490006514N', '490015421E', '490010603N', '490015173D', '490000212E', '490004436C', '490004437E', '490007841KB', '490000130KD', '490000119T', '490010574D', '490000093PB', '490011748H', '490000179B', '490015185H', '490016425WA', '490004695A', '490004359OA', '490011816N', '490000200E', '490000200E', '490011815K', '490003794O', '490000235W1', '490004695D', '490006008W', '490011791K', '490000179S', '490010526G', '490000093PE', '490007492E', '490000119N', '490000130KC', '490004437W', '490004436F', '490000212S1', '490010603S', '490015421S', '490006514S', '490003726W2', '490005062HA', '490006437HB', '490008380HC', '490005069W', '490000084M', '490008547F', '490010861V', '490011385W', '490010123W2', '490007054W', '490007051S', '490015157T', '490011278R', '490011286L', '490001231E', '490009494S']"
55,140,140,bus,"['490020310N', '490006702N', '490001144N', '490007942K', '490000828Z', '490010095C', '490006384N', '490003512N', '490011170N', '490008109T', '490013979P', '490012032N', '490014711N', '490003647N', '490008784N', '490015478N', '490014992N1', '490003891N', '490013120N', '490013155N', '490006638N', '490003178W', '490009959C', '490000162A', '490015192E', '490014840N', '490005952N', '490003203A', '490012689N', '490015183H', '490000211F', '490012026N', '490006218W', '490011122N', '490013792E', '490008984E', '490012690X1', '490007845A', '490007868T', '490007868R', '490011850W', '490007846K', '490015249N', '490015250G', '490014328C', '490011882N', '490009302N', '490007870S2', '490014327S', '490011882S', '490007844D', '490015250F', '490015249M', '490007846L', '490008255V', '490015347H', '490015347S', '490007845B', '490008984W', '490013792S', '490011122E', '490006218E', '490012026S', '490000211G', '490015183J', '490012689S', '490003203B', '490005952S', '490010390S', '490014840S', '490000162B', '490009959D', '490003178S', '490013155S', '490003891S', '490014992S', '490014995S', '490008784S', '490003647S', '490014711C', '490012032S', '490013979Q', '490008109U', '490011170S', '490003512S', '490006384S', '490006701B', '490000828Y', '490001144M']"
56,141,141,bus,"['490010333W', '490003925S', '490009709S', '490010274S', '490004746S', '490007797S', '490000275D', '490015567G2', '490009461KA', '490000241M', '490014465Z', '490006728S', '490003916S', '490012434HK', '490011676HN', '490001139HO', '490006574HB', '490011743HC', '490000142C', '490000142J', '490011127S', '490009364S', '490008767S', '490008766S', '490012836S', '490004600S', '490003114S', '490010224S3', '490015396S', '490009869S', '490015133S', '490003367S', '490015109S', '490006169S1', '490015282S', '490003601W', '490006289S', '490009942S', '490003960S', '490015193D', '490015195M', '490006612E', '490015209K', '490000149Z', '490004043P', '490004043S', '490000148U', '490009267E', '490000139CZ', '490000139CZ', '490000139M', '490009267D', '490000013F', '490011218A', '490009290N', '490000149B', '490015209D', '490000169ZA', '490011249A', '490010126N', '490009942N', '490006289N', '490003601N2', '490006169N1', '490015109W', '490006593N', '490015133N', '490009870N', '490009872N', '490015396NK', '490009055N', '490004600N', '490012836N', '490016700N', '490008766N', '490004519N', '490004955N', '490011127N', '490015501K', '490000142A', '490011743HD', '490008082HE', '490001139HF', '490009719HG', '490012434HH', '490003916HJ', '490006728N', '490015475U', '490000241L', '490009461J', '490015567H', '490007797N', '490010274N', '490012152N', '490003875N', '490010333T']"
57,142,142,bus,"['210021903896', '210021901760', '210021902040', '210021902080', '210021902100', '210021902110', '210021902120', '210021902140', '210021903500', '210021006000', '210021006010', '210021006020', '210021006030', '210021008000', '210021008005', '210021008010', '210021008020', '210021008600', '210021008620', '210021012020', '490007983E', '490011227E', '490013584S', '490013226S', '490013605G', '490013274EB', '490000219B', '490009288E', '490004760K', '490015302P', '490008552S', '490013444S', '490009916S', '490007577U', '490011171H', '490000070G', '490000070D', '490014573N', '490006004HD', '490006425HA', '490004617A', '490013255D', '490013255H', '490010006S', '490004791S', '490014985S', '490005481CE', '490005483CF', '490012043CG', '490008762S', '490014471S', '490014561S', '490010800S', '490013059S', '490012589S', '490006651M', '490004282A', '490004282B', '490013675S', '490011182N', '490012609N', '490014561D', '490014471N', '490008762N', '490012043CH', '490005483GZ', '490005481CL', '490014985N', '490004791N', '490010006N', '490012472G', '490004618C', '490004617B', '490006425HB', '490006004HC', '490012411P', '490011171H', '490000070G', '490000070F', '490012773L', '490014573T', '490009916N', '490013444N', '490012888N', '490004760M', '490009288W', '490000219A', '490013274E', '490013605N', '490013226N', '490013584N', '490011227W', '490007983W', '210021004860', '210021007885', '210021007890', '210021007900', '210021007910', '210021007915', '210021007920', '210021007930', '210021005000', '210021005010', '210021005020', '210021902300', '210021903600', '210021903630', '210021903640', '210021903680', '210021903700', '210021903880', '210021903892']"
58,143,143,bus,"['490000008NW', '490014625A', '490014276S', '490004038R', '490012303W', '490008160N', '490008207N', '490008159N', '490010379N', '490014894N', '490013265N', '490000067E', '490013254I', '490003043W', '490013799W', '490010656W2', '490006353E1', '490003670W', '490019117E', '490019119N', '490014094N', '490009322B', '490000081D', '490008054H', '490006337S', '490007385N', '490012787W', '490003366S', '490005803S', '490007411W2', '490007411W1', '490003218W', '490013512T', '490005253R', '490008056P', '490015519N', '490008057J', '490000106G', '490003724S', '490010329H', '490011191F', '490004282A', '490004282D', '490012366E', '490007337CA', '490000106F', '490008056O', '490005253Q', '490005253Z', '490013512E', '490003218E', '490007411E1', '490007422E', '490005803N', '490003366N', '490012787E', '490007385W', '490008054J', '490015495E', '490000081C', '490009322S2', '490014094S', '490009327W', '490009594Z', '490003670E', '490006353E2', '490010656W1', '490013799E', '490012556N', '490001028E', '490013254J', '490000067G', '490013265S1', '490014894S', '490010379S', '490008159J', '490008207S', '490012816S', '490012303E', '490004982S', '490008359S', '490014625B', '490000008C']"
59,144,144,bus,"['490015188S', '490015188C', '490007545E', '490003211E', '490008358E', '490009850E', '490010141E', '490005275E1', '490014665E', '490000241N', '490013852T', '490000241L', '490009461J', '490014854HB', '490015470E', '490014853E', '490010954E', '490007201E', '490014410E', '490007377N', '490007323N', '490005666E', '490014597N', '490006564N', '490010864N', '490004712N', '490004712E1', '490009357E', '490010388M', '490014060Q1', '490003324B', '490010801H', '490010801Z', '490011968N', '490006445B', '490006442R', '490009983A', '490009983G', '490006445A', '490011968S', '490010801G', '490015189D', '490003324A', '490010388N', '490009357P', '490015617W', '490013440W', '490004712S2', '490010864S', '490006564S', '490014597S', '490005666W', '490007323W', '490007377W', '490007201W', '490010036W', '490010954W', '490014853W', '490000275F', '490014854GB', '490009461K', '490000241M', '490013852R', '490000241Q', '490014665W', '490005275W1', '490010141W', '490009850W1', '490008358W', '490003211W', '490007545W', '490015188D']"
60,145,145,bus,"['490005922N', '490000412Y', '490003565E2', '490010667N', '490010666N', '490011579N', '490006741N', '490012183W', '490011770W', '490006905W', '490008035K', '490007315W', '490007898W', '490009449W', '490007084W', '490000019A', '490011811N', '490008458N', '490009676N', '490010856G', '490009704C', '490003535W', '490009182W', '490009247W', '490007288S', '490011903W', '490013653W', '490003605W', '490009293N', '490003417N', '490009436N', '490006656N', '490007033N', '490012329N', '490012330W', '490007312W', '490008469Z', '490007657W', '490008466Q1', '490008470M', '490001157G', '490013311U', '490013331W', '490006063N', '490012013N', '490012535N', '490007245N', '490014203N', '490004850N', '490013332W', '490015554C', '490011477W', '490014674W', '490000250A', '490015125C', '490006778S', '490004653S', '490007491R', '490007490P', '490000137X', '490000137T', '490008852M', '490007490N', '490004711E', '490004088E', '490015125B', '490010467E', '490006659E', '490013334S', '490014203S', '490007245S', '490012535S', '490012013S', '490006063S', '490005697S', '490013311OA', '490001157K', '490008466R', '490007657T', '490010809E', '490020081E', '490012330E', '490012329S', '490007033S', '490006656S', '490009436S', '490003032S', '490009293S', '490003605E1', '490013653E', '490004768E', '490007288E', '490003760E', '490009182E', '490003535E', '490009704A', '490010856H', '490009676S', '490014964E', '490011811S', '490000019B', '490007084E', '490009449E', '490007898E', '490007315E', '490008035F', '490015138E', '490011469E', '490011770E', '490012183E', '490011392S', '490006741S', '490011579S', '490010666S', '490010667E', '490003565W', '490015139W3', '490000412Z', '490005922N']"
61,146,146,bus,"['490006159E', '490010353W', '490006764W', '490006160N', '490008316N', '490008680N', '490008000N2', '490008684N2', '490015686N', '490008678N', '490005859N', '490006866S', '490003676N', '490007954W', '490007943N', '490005448N', '490010307N', '490007953N', '490004724N', '490012775E', '490001037W', '4900004410U', '490008665Q', '490004435Q', '4900004425O', '490001036N', '490001036D', '490008665T', '4900006507W', '490001037X', '490012775J', '490004724S', '490007953S', '490010307S', '490005448S', '490007943S', '490007954S', '490003676S', '490006866R', '490005859S', '490008678S', '490015686S', '490008684N1', '490008000S2', '490014678E', '490008316S', '490006160S', '490006764S', '490006162S', '490006159E']"
62,147,147,bus,"['490000039B', '490011647E', '490008709S', '490013157E', '490010121E', '490004322E', '490015080D', '490001079B', '490011201L', '490013781N', '490016785N', '490003898N', '490010215N', '490014675N', '490011040E', '490010201E', '490016264E', '490003273O', '490013959E', '490003390E', '490008601E', '490003659P', '490006360S', '490013645L', '490004881J', '490003888D', '490000068B', '490008190G', '490007202E', '490015136N1', '490012079N', '490005290N', '490009220S', '490014800N', '490009219E', '490010328E', '490008467F', '490004986P', '490008466R', '490007657S', '490007657V', '490008466Q1', '490008465L', '490004985Y', '490006059W', '490014800S2', '490015260S', '490005290W', '490012079S', '490015136S2', '490007202W', '490008190H', '490000068A', '490003888N', '490011001M', '490003659Q', '490003126W', '490006078W', '490013959W', '490013958P', '490010201W', '490003730S', '490010215S', '490003898S', '490010216S', '490010220S', '490010050S', '490013781S', '490011201M', '490001079A', '490015080C', '490004322W', '490010121N', '490011386W', '490008709S', '490008589W', '490004525N', '490000039A']"
63,148,148,bus,"['490004687S', '490015298F', '490009784D', '490014979N2', '490004221N', '490003138N2', '490014501M', '490006380H', '490008975C', '490008122N', '490000073V', '490009270Z', '490008473N', '490000132B', '490009420W', '490005646D', '490015048W', '490014495V', '490010260SD', '490003384SB', '490014496M', '490007544Q', '490005138N', '490000119K', '490009277Y', '490006111N2', '490000144W', '490000144A', '490008446W', '490014055W', '490000133B', '490009081W', '490011121W', '490000187A', '490010727W', '490000167H', '490015465E', '490000113A', '490000113G', '490010305W', '490008651W', '490015036L', '490012068S', '490009501Q', '490003375AP', '490003375WK', '490003375WB', '490009501C', '490015059G', '490008651E', '490010305E', '490000113T', '490015465D', '490015463M', '490000187C', '49009081LF', '49003121LE', '490000133Z', '490014055E', '490008446E', '490000144C', '490000144R', '490006111S1', '490009277B', '490000119F', '490014728S', '490002139ZZ', '490014496N', '490003384SA', '490010260SC', '490014495S', '490014498S', '490005646E', '490009420E', '490000132C', '490012693D', '490009281D', '490000073R', '490008975A', '490006380F', '490014501J', '490003138N', '490004221S', '490009784A', '490004687P']"
64,149,149,bus,"['490019954L', '490000139M', '490009267D', '490000148T', '490004043N2', '490000138E', '490011187N', '490005524F', '490016266N', '490016267N', '490007625V', '490006726N', '490007155KB', '490012445N', '490010985N', '490006170N1', '490009859N', '490006929C', '490005945L', '490001081P', '490015851S', '490011217N', '490003307P', '490012839R', '490006282S', '490005312X', '490001273E', '490009477N', '490006261N', '490012524N', '490006456E', '490012433N', '490015852N', '490001264OB', '490015081O', '490000201J', '490015083E', '490013739M', '490013736N', '490018845N', '490009360N', '490013738N', '490013733R', '490001335S', '490004262C', '490005690N', '490005520L', '490010801H', '490010801Z', '490011968N', '490006445B', '490006442R', '490009983A', '490009983G', '490006445A', '490011968S', '490010801G', '490015189E', '490005690K', '490010463S', '490001335D', '490013733V', '490013738S', '490009360S', '490011950S', '490019454S', '490013736T', '490013739N', '490015083G', '490015081Q', '490001264W', '490012433S', '490006456F', '490012524L', '490006261S', '490009477S', '490001273C', '490010427D', '490015168L', '490009607N', '490003307Q', '490011217S', '490012019V', '490015851T', '490001081R', '490005945M', '490006929D', '490009859S', '490006170S1', '490008893S', '490012445S', '490007154S', '490006726S', '490007625T', '490012113N', '490005524D', '490011187S', '490000138K', '490004043S', '490000148U', '490009267E', '490019954J']"
65,15,15,bus,"['490002018P', '490011111W1', '490003701A', '490011114AD', '490013936W', '490013965W', '490004586W', '490009160W', '490009403W', '490001180W', '490012669W', '490009655W', '490006692W', '490012782W', '490014308E', '490010255W', '490009276W', '490000004W', '490000003R', '490005818K', '490013573X', '490007418W', '490000148W', '490000040A', '490010200C', '490012873B', '490009443F', '490006826W', '490015067W', '490011757P', '490000293Z', '490019703Y', '490011938U', '490003112J', '490013766H', '490013766F', '490012247A', '490003191D', '490011757L', '490006826E', '490012105HA', '490009443G', '490012873A', '490000143E', '490000040B', '490000148K', '490007418E', '490013573W', '490003184L', '490000004Z', '490009276E', '490010255E', '490014308F', '490012782E', '490003353E', '490012669E', '490001180E', '490009403E', '490011873E', '490009158E', '490013965E', '490013936E', '490011114BC', '490015270B', '490011107G', '490011111T', '490002018AP']"
66,150,150,bus,"['150008920S', '490004384W', '490005591W', '490011505W2', '490013454W', '490012469W', '490007648W', '490003813W', '490000095A', '490013783W', '490013481S', '490010189S', '490013704S', '490007059D', '490014316G', '490007012N', '490004258S', '490007060S', '490007695S', '490007110S', '490012078S', '490015200E', '490015202N', '490003828S1', '490003947S', '490013988S', '490013331Z', '490013311OA', '490001157K', '490003604S', '490008466R', '490007657T', '490010809E', '490020081E', '490012330E', '490012000E', '490010464E', '490007289G', '490003131E', '490007285B', '490015110E', '490003900E', '490013985E', '490014145E', '490013456E', '490014550B', '490003763G', '490003763K', '490014550A', '490013456W', '490014145W', '490013985W', '490003900W', '490013542W', '490009742W', '490003131W', '490007289H', '490009475W', '490012000W', '490012330W', '490007312W', '490008469Z', '490007657W', '490008466Q1', '490008470M', '490001157H', '490013966J', '490013331W', '490013988N', '490003947N', '490003828N', '490015202M', '490015200C', '490012078N', '490007110N', '490007695N', '490007060N', '490007012J', '490007059A', '490013704N', '490010189N', '490013481N', '490013783E', '490000095B', '490003813E', '490007648E', '490012469E', '490013454N', '490009541E', '490011505E2', '490005591E', '490004384E', '150008920N']"
67,151,151,bus,"['490014135S2', '490003775K', '490001306C', '490011352N', '490014137N', '490004659N', '490004218N', '490003781N', '490010811N', '490007616N', '490005599S2', '490010270S', '490012915S', '490014966W', '490012737N', '490010128N', '490015101N', '490014338N', '490007520W', '490014161W', '490012718HA', '490015406RL', '490015407S1', '490011692S', '490011691P', '490013072B', '490013062C', '490003892E', '490009575I', '490013679J', '490013081K', '490013082S', '490013080T', '490012085W', '490005060W', '490012437J', '490005056D', '490009451N', '490013668N', '490009524S', '490010323G', '490009283A', '490014815N', '490009181N', '490000283N', '490009304D', '490001346A', '490001346A', '490014261E', '490009181S', '490014815S', '490009283B', '490010323J', '490005059S', '490009524R', '490013668S', '490009451P', '490005056C', '490012437H', '490007103E', '490014453E', '490011969U', '490013064V', '490011856W', '490005844Y', '490013072A', '490011691A', '490011692N', '490015407N4', '490015406RK', '490012718HB', '490014161E', '490007520E', '490014338S', '490015101S', '490010128S', '490014966S1', '490004564N', '490012915N', '490010270E', '490005599S1', '490007616A', '490010811S', '490003781S', '490004218S', '490014137S', '490011352S', '490001306A', '490003775W', '490014135S2']"
68,152,152,bus,"['490016323E', '490017360E', '4900277S', '490014506E', '490008106S', '490005563F', '490005148G', '490008527K', '490010321P', '490011739N', '490016816W', '490016150W', '490016162W', '490006350S', '490016231W', '490016232W', '490006164B', '490009949X', '490023121W', '490011847W', '490009119W', '490009003W', '490005068W', '490011789J', '490005223C', '490009830F', '490007938E', '490000216C', '490010023L', '490014733W', '490002057D', '490010057W', '490010168W', '490001339B', '490009412N', '490013134W', '490011454J', '490001237G', '490004647W', '490004832W', '490011455S', '490003967S', '490012037S', '490011674W', '490011348W', '490010235G', '490010235F', '490011348E', '490011674E', '490012037N', '490004832E', '490004647E', '490001237F', '490011454H', '490013134E', '490009412S', '490001339A', '490010168E', '490010057E', '490002057C', '490014733E', '490010023K', '490000216D', '490007938F', '490009830E', '490015237B', '490005223K', '490011789H', '490005068E', '490009003E', '490009119E', '490011847F', '490009949Z', '490006164A', '490013565N1', '490016801S', '490016231S', '490006350N', '490016162N', '490016815E', '490016150E', '490016816E', '490012930S', '490011739S', '490010321L', '490008527J', '490005148H', '490016323E']"
69,153,153,bus,"['490000138LS', '490000149B', '490003831W', '490003824W', '490000014A', '490003573N', '490012745W', '490003525N', '490015106N', '490012388N', '490011678SA', '490013229P', '490004983V', '490008516W', '490005581N', '490011554N', '490011592N', '490013415N', '490010518N', '490004316N', '490014401N', '490009377N', '490015355N', '490009224Y', '490000114U', '490004720T', '490008296L', '490019152ZZ', '490008367J', '490006272E', '490000083X', '490000083R', '490000083AP', '490000083G', '490011623P', '490000083S', '490006889W', '490003929S', '490008368S', '490008296N', '490013694S', '490000114Y', '490009224S2', '490009377W', '490008597S', '490003403S', '490010518S', '490013415S', '490011592S', '490011554S', '490005581S', '490009225W', '490013229M', '490007026SB', '490012388S', '490015106W', '490012745S', '490007327E', '490003573S', '490000014B', '490003818E', '490003831E', '490015209K', '490015153V', '490003172A', '490000138N']"
70,154,154,bus,"['490000151C', '490000151H', '490010019S', '490001197B', '490004960S', '490020191MU', '490004933E', '490001267A', '490006113S', '490015407S1', '490011692S', '490011691P', '490013072B', '490013061E', '490013651F', '490003895E', '490015354E', '490003893E', '490004668E', '490008789S', '490011585E', '490004708E', '490014129S', '490001050S', '490012588S2', '490005765E', '490012554E', '490004184E', '490014135E', '490014834M', '490006478E', '490009932E', '490011928S', '490011923S', '490013472S', '490011729E', '490008775N', '490012665N', '490009186N', '490011061E', '490007755E', '490013291E', '490006869EB', '490013586E', '490006267E', '490006706C9', '490014614E14', '490014420B8', '490014420X', '490014614E11', '490006706ZZ', '490006267W', '490013586W', '490006869W2', '490012464W', '490013291W', '490007755W', '490009186S', '490012665S', '490008775S', '490011729W', '490013472W', '490011923N', '490011925W', '490009932W', '490006478W', '490014834N', '490004184W', '490012554W', '490005765W', '490012588N1', '490001050N', '490014129N', '490004708W', '490011584N', '490008789N', '490004668W', '490003893W', '490015354W', '490003895W', '490009084G', '490013651H', '490005844Y', '490013072A', '490011691A', '490011692N', '490015407N4', '490004766N', '490001267B', '490004933W', '490010017N', '490004960N', '490001197A', '490010019N', '490000151K']"
71,155,155,bus,"['490012696E', '490010468H8', '490015513L', '490011987A', '490008040N', '490009484N', '490000233C', '490013949N', '490006209N', '490000012B', '490008204D', '490003561F', '490003175N', '490004870N', '490000052SC', '490009474SF', '490006520N', '490000050D', '490012768A', '490000051B', '490000051C', '490013907N', '490000223G', '490008970D', '490003164N', '490006134N', '490006796S', '490000172Q', '490015244M', '490008645Y', '490000121B', '490010925N', '490010223N', '490000073T', '490009281B', '490008918N', '490009281C', '490010223S1', '490010925S', '490000121S', '490008645Z', '490000172N', '490000172R', '490006796T', '490006134S', '490003164S', '490008970E', '490000223M', '490013907S', '490000051G', '490012768H', '490000286Z', '490000050G', '490006520S', '490009474SE', '490000052SD', '490003175S', '490003561E', '490000012C', '490006209K', '490013949S', '490000233G', '490008612D', '490009484S', '490005921J', '490015512B', '490000234N', '490007124W', '490005714S', '490008719S', '490004076E']"
72,156,156,bus,"['490014731E', '490000272P', '490014734A', '490014735N', '490012910E', '490003515E', '490011060C', '490011030N', '490014736S2', '490012939N', '490011537N', '490009009N', '490004485N', '490012532N', '490013493N', '490004492N', '490014184W', '490014190G', '490014195N', '490003259E', '490015404E', '490011066E', '490001069D', '490009008K', '490010524E', '490013681E', '490011360N', '490014192N2', '490011163N', '490012161N', '490001234N', '490001016A', '490003686E', '490012196E', '490005777E', '490006515E', '490014193E', '490000247H', '490000247E', '490014193Z', '490006515S', '490005777S', '490012196S', '490003686S', '490001016B', '490001234S', '490012161S2', '490011163S', '490014192S', '490013681S', '490010524S', '490009007W', '490001069M', '490011066W', '490004538W', '490015372W', '490008418W', '490008093W', '490015546P', '490014184U', '490019402S', '490004492S', '490013493S', '490012532S', '490004485S', '490010930S', '490007311S', '490014736S1', '490011030S', '490011060D', '490003515W', '490012910W', '490014735W', '490014734B', '490015472D']"
