,line_id,name,mode,stops
545,el2,EL2,bus,"['490018856E', '490018834W', '490018857W', '490002127Y', '490001987Y', '490018829W', '490018847W', '490003177W', '490007235W', '490013223W', '490013221W', '490005911W', '490003223N', '490008638N', '490008741W', '490018827N', '490018828N', '490000015K', '490006734E', '490008419E', '490006700E', '490003605E1', '490013653E', '490004768E', '490007288E', '490003760E', '490009182E', '490003535E', '490009704B', '490003965E', '490006865E', '490008033N', '490003762C', '490003763G', '490003763K', '490003762E', '490006867W', '490006865W', '490003965W', '490009704D', '490003535W', '490009182W', '490009247W', '490007288S', '490011903W', '490013653W', '490003605W', '490006700W', '490008419W', '490006734W', '490000015H', '490018828S', '490013015U', '490008741E', '490008638S', '490003223S', '490005911E', '490013221E', '490013223E', '490007235E', '490003177E', '490013222W', '490018829E', '490001987X', '490002127X', '490018857E', '490018834E', '490018856E']"
546,el3,EL3,bus,"['490003150B', '490009213E', '490015364E', '490007996K', '490007287L', '490011181S', '490006405S', '490007286B', '490001117F', '490007465K', '490009793S', '490009100S', '490007288S', '490011903W', '490013653W', '490003605W', '490006700W', '490008419W', '490006734W', '490000015H', '490018828S', '490013015U', '490008741E', '490008638S', '490003223S', '490003674S', '490011384E', '490007089E', '490013210E', '490009651S', '490016747W', '490000289ZZ', '490000888Y', '490000865Z', '490002272YY', '490000719Y', '490001987Z', '490001988Z', '490000719Z', '490002272YX', '490000910Z', '490000888Z', '490016747E', '490016747E', '490009651W', '490013210W', '490007089W', '490011384W', '490009336N', '490013219N', '490003223N', '490008638N', '490008741W', '490018827N', '490018828N', '490000015K', '490006734E', '490008419E', '490006700E', '490003605E1', '490013653E', '490004768E', '490007288E', '490009100N', '490009793N', '490007465J', '490001117E', '490007286A', '490010937N', '490011181N', '490007287N', '490007996N', '490015364E', '490003150B', '490019528S', '490016747E']"
547,g1,G1,bus,"['490014649S', '490002353HS', '490002357HW', '490002358HW', '490009007W', '490005332T', '490005333Y', '490011862S', '490005964S', '490002355HE', '490002354HE', '490015965E', '490000052SA', '490004225W', '490011411W', '490011792W', '490004132W', '490001309B', '490013044E', '490009649W', '490013669W', '490016695N', '490010604W', '490004622W', '490018848E', '490012694E', '490008430E', '490012920E', '490007124W', '490012701H4', '490012701H7', '490012701S', '490012701H6', '490010468H8', '490015513L', '490000234C', '490013709R', '490002352HE', '490002351HE', '490002350HE', '490002349HE', '490002348HE', '490011220E', '490002347HE', '490002346HN', '490007121E', '490012933SX', '490012761U', '490001279S2', '490012929S5', '490012924S', '490003389S', '490008080S', '490008080S', '490003389N', '490008618N', '490012924N', '490012929S4', '490012761SQ', '490012761ST', '490007121W', '490002346HS', '490002347HW', '490011220W', '490002348HW', '490002350HW', '490002351HW', '490002352HW', '490003990P', '490000234H', '490015513K', '490010468H10', '490009332H9', '490012696N', '490012701H4', '490012701H7', '490012701S', '490012701H6', '490012701E', '490003149N', '490006718H2', '490012920W', '490007123W', '490018848E', '490012694E', '490004622E', '490010604E', '490016695N', '490013669E', '490009649E', '490013044G', '490001309A', '490004132E', '490011792E', '490011411E', '490013652E', '490000052SB', '490015965W', '490002354HW', '490002355HW', '490005964N', '490011862N', '490005333V', '490005332P', '490009008K', '490014649S']"
548,h10,H10,bus,"['490016764HW', '490010425HS', '490007149CC', '490016748', '490015347L', '490007845B', '490011745S', '490014517S', '490006216S', '490012026S', '490000211D', '490005604W', '490013683W', '490008812W', '490009532N', '490010247N', '490004771N', '490014212D', '490000189A', '490014084L', '490013526N', '490000161B', '490011023N', '490008774E', '490011024E', '490013383E', '490007847R', '490000101K', '490015250G', '490010682E', '490007850E', '490008634E', '490008785E', '490005230S', '490008424S', '490014822W', '490012760W', '490013956LL', '490000124II', '490010424FF', '490015197AA', '490016734HU', '490016764HW']"
549,h11,H11,bus,"['490010100N', '490010101S', '490008322S', '490007468E', '490013374W', '490006032G', '490015504D', '490005292E', '490006563S', '490010431S', '490010429E', '49008558SE', '490010435C', '490005820E', '490005882E', '490014435E', '490007372S', '490015522C', '490011018A', '490011019W', '490004755S', '490013601S', '490005534E', '490011451E', '490008961E', '490005251S1', '490013526S1', '490006502S', '490012024E', '490006204E', '490013792E', '490008984E', '490012690X1', '490007845E', '490007845D', '490008984W', '490006204W', '490012024W', '490006502N', '490013526N1', '490005251N1', '490008961W', '490011451W', '490005534W', '490013601W', '490013601N1', '490004755N', '490011019E', '490000181B', '490004332D', '490007372N', '490014435N', '490005882W', '490005820W', '490010435NW', '490011022D', '490010429W', '490010431W', '490010431N', '490006563N', '490005292W', '490015504C', '490006032H', '490013374E', '490011565W', '490008322N', '490010101Z', '490010100W']"
550,h12,H12,bus,"['490000211A', '490000211D', '490005604W', '490002159ZZ', '490005471N', '490005433W', '490014212D', '490000189A', '490014083Q', '490013373W', '490006275N', '490004752N', '490012815N', '490013601N', '490013601N1', '490004755N', '490011019E', '490000181B', '490004332D', '490007372N', '490014435N', '490005123E', '490014321E', '490014855E', '490012953E', '490007896E', '490001142B', '490007842E', '490007981E', '490010120S', '490007980A', '490005652E1', '490005652E3', '490012544E', '490009302N', '490007870N1', '490013971N', '490004394E', '490003251E', '490004387E', '490005083E2', '490003910E', '490012567E', '490012564F', '490013274EB', '490000219N', '490000219A', '490013274E', '490012564W1', '490003910W', '490005083E1', '490004387W', '490003251W', '490013971S', '490007870S', '490011485W', '490012544W', '490005652W', '490007980B', '490010120N', '490007981W', '490007842W', '490001142A', '490007896W', '490012953W1', '490014855W', '490014321W', '490005123W', '490014435E', '490007372S', '490015522C', '490011018A', '490011019W', '490004755S', '490013601S', '490012815S', '490004752S', '490012256E', '490013373E', '490014084P', '490000189B', '490000189C', '490003204F', '490005433S', '490005471S', '490005604E', '490000211F', '490012306W']"
551,h13,H13,bus,"['490011783W', '490004268S', '490003379S', '490008900S', '490011778S', '490013475G', '490011782E', '490011781D', '490000197A', '490000199C', '490014761N', '490008164N', '490006923N', '490006922E', '490008178E', '490016272S', '490012759E', '490013292E', '490006989E', '490009529N', '490004755N', '490011019E', '490000181B', '490004332D', '490007372N', '490014435N', '490013835N', '490009892N', '490015313N', '490003168N', '490011147W', '490008241W', '490008243S', '490014317S', '490010430S', '490000166A', '490010441W', '490005693W', '490007932W', '490012970S', '490012970S', '490007932E', '490005693E', '490010441N', '490000166B', '490010430N', '490014317N', '490008243N', '490008241E', '490011147E', '490003168S', '490009464N', '490009892S', '490009622S', '490014435E', '490007372S', '490015522C', '490011018A', '490011019W', '490004755W1', '490009529W', '490006989W', '490013292W', '490004337W', '490008178W', '490006923S', '490008164S', '490014761S', '490000199D', '490000197B', '490011781C', '490008454F', '490013475H', '490011778N', '490008900N', '490003379N', '490004268N', '490011783E']"
552,h14,H14,bus,"['490012953W', '490007896E', '490001142B', '490007842E', '490007981E', '490010120S', '490007980A', '490005652E1', '490009301S', '490011021S', '490008888S', '490013383S', '490008130S', '490008254S', '490012690X1', '490007845C', '490015347M', '490010958S', '490010425HP', '490010425HS', '490010958N', '490015347L', '490007845D', '490008254N', '490005907N', '490013383N', '490008888N', '490011021N', '490009301N', '490007980B', '490010120N', '490007981W', '490007842W', '490001142A', '490007896W', '490012953W1']"
553,h17,H17,bus,"['490000256', '490015430W', '490016093W', '490014382W', '490016094W', '490004335F', '490005519S', '490012981W', '490000228E', '490014635W', '490011706W', '490011567W', '490007454E', '490007078N', '490000227A', '490001283N', '490013534N', '490007863N', '490005388W', '490011747N', '490007854N', '490007866N', '490010958N', '490015347L', '490007845E', '490007845C', '490015347M', '490010958S', '490008672S', '490007866S', '490007854S', '490011747S', '490005388E', '490007863S', '490001283B', '490007078S', '490011567E', '490011706E', '490003231E', '490000228D', '490012981E', '490005519N', '490013363S', '490016091E', '490014382E', '490016092E', '490000256']"
554,h18,H18,bus,"['490007845D', '490010175W', '490010683W', '490015576W', '490006271W', '490010376N', '490012288N', '490011242N', '490006500N', '490011020N', '490010766N', '490001146N', '490007980A', '490005652E1', '490005652E3', '490012544E', '490009302N', '490007870N1', '490013971N', '490004394E', '490003251E', '490004387S', '490007303S', '490008998S', '490013338S', '490006860S', '490003863E', '490003862E2', '490005420S', '490011323S', '490005230S', '490008424S', '490014822W', '490012760W', '490013956LL', '490000124II', '490000164NN', '490010958N', '490015347L', '490007845E']"
555,h19,H19,bus,"['490007845C', '490015347M', '490010958S', '490010424EE', '490000164MM', '490010424GG', '490000124HH', '490004793KK', '490010517E', '490012760E', '490008670N', '490008424N', '490005230N', '490011323N', '490005420N', '490003862E1', '490006860N', '490013338N', '490008998N', '490011558N2', '490004387W', '490003251W', '490013971S', '490007870S', '490011485W', '490012544W', '490005652W', '490007980B', '490001146S', '490010766S', '490011020S', '490006500S', '490011242S', '490012288S', '490010376S', '490006271E', '490011825B', '490010683E', '490010175E', '490012690X1', '490020278S']"
556,h2,H2,bus,"['490015496GW', '490006838GN', '490007271Z', '490019462E', '490000832Z', '490007268E', '490000833Z', '490019465Z', '490007719Z', '490000895Z', '490014681Z', '490000896Z', '490008800Z', '490000897Z', '490000898Z', '490000899Z', '490000902Z', '490010318Z', '490010314Z', '490000870Z', '490019463W', '490009659W', '490019464W', '490000903Z', '490016233Z', '490000913Z', '490000904Z', '490000905Z', '490003458Z', '490000906Z', '490000907Z', '490014702Z', '490007719Y', '490019465W', '490000833Y', '490007268W', '490008343E', '490015496GV', '490015496GW']"
557,h20,H20,bus,"['490005354ZZ', '4900001162', '490008391Y', '490013259U', '490003854S', '490011160S', '490008496E', '490008010S', '490010298S', '490004919N', '490006392W', '490008005N', '490005384E', '490011805E', '490005440E', '490014954TM', '490004260S', '490003580S', '490013872W', '490012999S', '490008856W', '490015377N', '490013876S', '490013876S', '490006310N', '490008938E', '490012998N', '490009961N1', '490003580N', '490008511N', '490005440W', '490011805W', '490005384W', '490008005S', '490006392S', '490004919N1', '490011677N', '490008010N', '490008496W', '490011160N', '490007573J', '490013777R', '490008391N', '4900001161', '490008394N1']"
558,h22,H22,bus,"['490014493E', '490014493S', '490009538S', '490008512TH', '490014954TM', '490004260S', '490003580S', '490009961S', '490005700S', '490005102S', '490008247E', '490014638E1', '490013861C', '490013871F', '490020202SW', '490008009W', '490013869W', '490013564W', '490009771E', '490009919W', '490012184W', '490014715N', '490007995Z', '490011836E', '490010866N', '490001336A', '490014636N', '490014629C', '490008870N', '490008868N', '490014633N', '490004919N', '490006392W', '490008005N', '490006760N', '490012528N', '490004327W1', '490008392G', '490007766L', '490013777R', '490008391X', '490013259U', '490013777O', '490008399K', '490008392F', '490012528S', '490006760S', '490008005S', '490006392S', '490004919S', '490014633W2', '490008870S', '490014629D', '490014636S', '490001336B', '490010866S', '490011836W', '490007995S', '490014715S', '490012184E', '490009919E', '490009771W', '490013506N', '490013869E', '490008009E', '490008007T', '490013870E', '490013861B', '490014638E2', '490008247N', '490008524N', '490005700N', '490009961N1', '490003580N', '490008511N', '490014954TT', '490008512TJ', '490009538N', '490014493HD']"
559,h25,H25,bus,"['490000103Z', '490010142S', '490004673S', '490007972S', '490014513S', '490003784S', '490012792S', '490003786E', '490003790E', '490010257E', '490003788E', '490003788S', '490009096S', '490013143S', '490012111S', '490007214S', '490001107A', '49001107HE', '490003789H', '490004503L', '490011117S', '490004997E', '490006782E', '490011672S', '490006813S', '490004851S', '490013010Z', '490006077E', '490009757N', '490013110N', '490003718N', '490010807N', '490013970N1', '490009221N', '490011940E', '490013750E', '490014280S', '490007116E', '490005258S', '490005258W', '490014280W', '490013750W', '490008403W', '490011940S', '490013970N2', '490010807S', '490003718S', '490012703S', '490013110S', '490007771W', '490009757S', '490013010E', '490004851N', '490006813N', '490011672N', '490006782W', '490004997W', '490006786K', '490003789G', '49001107HW', '490001107B', '490007214N', '490012111N', '490013143N', '490012489W', '490003791W', '490010257W', '490003790W', '490003786W', '490012792N', '490003784N', '490014513N', '490007972N', '490004673N', '490010142N', '490000103F']"
560,h26,H26,bus,"['490004927N', '490012368W', '490005701W', '490014097W', '490015728W', '490008400S', '490015730S', '490006781S', '490003789H', '490004503L', '490011117S', '490003785W', '490006788W', '490008914N', '490003801N', '490003787W', '490005439E2', '490012792N', '490003784N', '490014513N', '490007972N', '490004673N', '490010142N', '490000103F', '490000103Z', '490010142S', '490004673S', '490007972S', '490014513S', '490003784S', '490012792S', '490005439W2', '490003787S', '490003801S', '490008914S', '490006788W', '490003785E', '490006786K', '490003789G', '490006781N', '490008400N', '490013333S', '490012369E', '490004927N']"
561,h28,H28,bus,"['490013200E', '490001291S', '490003263S', '490015029W', '490013181S', '490014493S', '490016404N', '490016402N', '490016405N', '490010132N2', '490016401N', '490016400N', '490016399N', '490016406N', '490016398W', '490016397S', '490016396W', '490016395W', '490016394S', '490016393S2', '490016392W', '490016391W', '490016654W', '490012406S', '490000117D', '490015241S', '490007766M', '490007573N', '490008126E', '490005798S', '490010173S', '490007371N', '490016507N', '490003961N1', '490012483N2', '490003679N1', '490006031N', '490011370N', '490007426N', '490013946N', '490016389W', '490016388W', '490012992S', '490016387W', '490016386W', '490016385N', '490016384N', '490012229W', '490010365W', '490016383S', '490016382W', '490016381W', '490016380N', '490016379N', '490012243W', '490005703N', '490008113N', '490007802N', '490004573W', '490015280N', '490015280N', '490004573E', '490007802S', '490008113S', '490005703S', '490012243E', '490016379S', '490016380S', '490016381E', '490016382N', '490016383N', '490010365E', '490012229E', '490016384S', '490016385S', '490016386E', '490016387E', '490012992W', '490016388E', '490016389E', '490013946S', '490007426S', '490011370S', '490006031S', '490003679N2', '490012483S', '490003961S', '490016807S', '490007371S', '490010173N', '490005798W', '490008126EB', '490003854E', '490007573J', '490013777O', '490008399K', '490015241C', '490000117E', '490006028N', '490016390E', '490016654E', '490016392E', '490016393N', '490016394N', '490016395E', '490016396E', '490016397N', '490016398E', '490016399S', '490016400S', '490018933Y', '490016401S', '490016402S', '490016403S', '490014493N', '490004635TD', '490015029E', '490003263N', '490001291N', '490013200E']"
562,h3,H3,bus,"['490008245W', '490002370HW', '490000853Z', '490004463Z', '490009866E', '490009659E', '490000854Z', '490000851Z', '490000831Z', '490010656W1', '490013799E', '490012556N', '490001028E', '490013254J', '490000067H', '490007410B', '490000850Z', '490010657Z', '490000848Z', '490000846Z', '490015446S1', '490008675W', '490008482W', '490002369HW', '490000844Z', '490016235S', '490002368HE', '490000843Z', '490000842Y', '490000841Z', '490002367HW', '490014974W', '490000838Z', '490000837Y', '490000836Z', '490000835Z', '490000834Y', '490019465W', '490007268W', '490000833Y', '490008343E', '490015496GV', '490015496GW', '490015496GW', '490006838GN', '490007271Z', '490019462E', '490000832Z', '490007268E', '490000833Z', '490019465Z', '490009194Z', '490000834Z', '490002366HW', '490011543S', '490000837Z', '490000839Z', '490000840Z', '490000841Y', '490000842Z', '490014682S', '490002368HW', '490000844Y', '490018797S', '490008675E', '490000845Z', '490015446Z', '490000847Z', '490000829Z', '490003529A', '490000067E', '490013254I', '490003043W', '490013799W', '490010656Z', '490000849Z', '490000851Y', '490000830E', '490002370HW', '490008245W']"
563,h32,H32,bus,"['490015241B', '490007766L', '490013777R', '490008391X', '490012454W', '490014357W', '490012458W', '490000118D', '490007423N', '490012992W', '490008114N', '490010221N', '490011586N', '490011402W', '490010380W', '490005562W', '490014393W1', '490012133E', '490006056E', '490013052E', '490014162E', '490008833E', '490013388L', '490010754P', '490012241O', '490012245K', '490015439M', '490010754Q', '490001255O', '490013388M', '490008833F', '490013052W2', '490006056W', '490012133W', '490014393E', '490005562E', '490010380E', '490011402E', '490011586S', '490010221S', '490005705S', '490012992S', '490007423S', '490000118A', '490014357E', '490006406E', '490005431E', '490013259V', '490013777P', '490008399K', '490008392Z1']"
564,h37,H37,bus,"['490018275AF', '490008392F', '490004327W2', '490012599E', '490013620E', '490008510E', '490009287S', '490014864JA', '490007338JC', '490008512TH', '490012336TK', '490011358S', '490013145S', '490003122S', '490005103S', '490001270A', '490011922E', '490011109E', '490005755E', '490007166B', '490013511C', '490011557E', '490012048E', '490009547SA', '490009547W2', '490009547SB', '490012048SK', '490011557W', '490000192S', '490013511F', '490011556J', '490005755W', '490011109W', '490011922W', '490001270B', '490005103N', '490003122N', '490013145N', '490011358N', '490012336TL', '490008512TJ', '490007338JD', '490014864JB', '490009287N', '490008510W', '490012599W', '490004327W1', '490008392G', '490018275AP']"
565,h9,H9,bus,"['490016764HW', '490010425HT', '490010424GG', '490000124HH', '490004793KK', '490010517E', '490012760E', '490008670N', '490008424N', '490008669W', '490008785W', '490008634W', '490007850W', '490010682W', '490015250F', '490000101J', '490007847S', '490013383W', '490011024W', '490008774W', '490011023S', '490000161A', '490013526S', '490014046M', '490000189B', '490000189C', '490014212E', '490004771S', '490010247S', '490009532S', '4900201239S', '490008812E', '490013683E', '490005604E', '490000211F', '490012026N', '490006216N', '490014517N', '490011745N', '490012690X1', '490007845C', '490015347M', '490001674E', '490007149DD', '490015197AA', '490016734HU', '490016764HW']"
566,h91,H91,bus,"['490000118B', '490000118D', '490014037E', '490007436E', '490013078E', '490002125YY', '490008925E', '490007524E', '490000171A', '490010658F', '490011577E', '490014873E', '490012686E', '490007179E', '490014416D', '490014417E', '490007424O', '490014772Q', '490006300R', '490005378E', '490009200E', '490014010E', '490007605R', '490010687K', '490000094B', '490005211E', '490013848DD', '490005423GG', '490005210HH', '490013850OO', '490012521E', '490007273M', '490002280ZZ', '490015027F', '490011438E', '490005937E', '490015588E', '490007239E', '490000097T', '490007705A', '490007705C', '490008801P', '490007711WA', '490011594W', '490012533W', '490007272H', '490012521PP', '490013850RR', '490005210SS', '490000048CV', '490005211W', '490000094A', '490010687J', '490007605M', '490014010W', '490005378W', '490006300W', '4900147722', '490007421P', '490014417W', '490007179W', '490012686W', '490014873W', '490011577W', '490010658G', '490000171B', '490007524W', '490008925W', '490002125ZZ', '490013078W', '490004629W', '490014037W', '490000118B']"
567,h98,H98,bus,"['490014839E', '490007757W', '490015007W', '490007469E', '490010252E', '490007952E', '490007946E', '490010802E', '490011690A', '490008962E', '490013977H', '490005262S', '490009334S', '490013751S', '490004178S', '490004177E', '490000828Y', '490001144M', '490006702S1', '490011489S1', '490007812S', '490007808S', '490009564S', '490014434A', '490007811C', '490015397E', '490010677W2', '490013596E', '490005704E', '490013235E', '490013495E', '490011470E', '490013776E1', '490007425E', '490000118A', '490014357E', '490006406E', '490005431E', '490013259V', '490013777P', '490008399K', '490008392Z1', '490015241B', '490007766L', '490013777R', '490008391X', '490012454W', '490014357W', '490012458W', '490000118C', '490007425W', '490013776W1', '490011470W', '490005707W', '490013235W', '490005704W', '490013596W', '490010677W1', '490007811B', '490014434N', '490009564N', '490007808N', '490012608N', '490011489N', '490020310N', '490006702N', '490001144N', '490007942K', '490000828Z', '490004178N', '490013751N', '490007009N', '490005262N', '490013977G', '490008962F', '490011690B', '490010802W', '490015348W', '490010032W', '490010252S', '490007469W', '490015007E', '490007757E', '490014839E']"
568,k1,K1,bus,"['490001206S', '490018959N', '490010234D', '490015206J', '490012723S', '490004091S', '490001188S1', '490003162N', '490015370S', '490012360S', '4900OC454', '490014089N', '490013701C', '490013697G', '490011205L', '490008733P', '490013699S', '490018182W', '490004142W', '490009534W', '490013457N', '490008949N', '490010075N', '490009395N', '490013036H', '490001285C', '490015165A', '490013315N', '490013030E', '490007158E', '490009421N', '490003467N', '490005992N', '490003493W', '490008821W', '490007595K', '490006412E3', '490005800A2', '490005800A12', '490006412D1', '490006412H', '490007595J', '490008821UL', '490003493E', '490005992S', '490003467S', '490009333W', '490007158W', '490013030S', '490013315S', '490015165B', '490001285D', '490013036G', '490009395S', '490010075S', '490018574S', '490008949S', '490006089S', '490013457HU', '490005633E', '490005633E', '490006139E', '490018182N', '490013699N', '490008733N', '490011205E', '490013697F', '490013701N', '4900OC456', '490001188E', '490010058N', '490004091N', '490012723N', '490015206K', '490010234C', '490001206S', '490007205S', '490007205N', '490013628N', '490005633E']"
569,k2,K2,bus,"['490008338S2', '490010613N', '490007320N', '490010475E', '490010094E', '490011634E', '490018896E', '490001295A', '490013697G', '490011205L', '490003488N', '490012262N', '490006436N', '490011006N', '490013545N', '490010893W', '490013260A', '490013530W', '490011509W', '490010781S', '490003932W', '490018237E', '490013038N', '490012776W', '490001285E', '490015165A', '490013315N', '490009627N', '490013035N', '490008830N', '490005498N', '490004478G', '490006412E2', '490005800A1', '490013664C1', '490010295E', '490009282NT', '490018922E', '490008823NB', '490015315NJ', '490015315NJ', '490008823NA', '490009282NV', '4900018701W', '490013664C2', '490006412D2', '490004478F', '490008829S', '490013034S', '490009627S', '490013315S', '490015165B', '490012776E', '490003932E', '490010781N', '490011509E', '490013530E', '490013260B', '490010893E', '490013545S', '490011006S', '490006436S', '490012262S', '490003488S', '490011205E', '490013697F', '490001295B', '490018896W', '490011634W', '490010094W', '490010475W', '490007320S2', '490010613S', '490010613N2', '490008338S2']"
570,k3,K3,bus,"['40004405141B', '40004405142A', '40004405076A', '40004405145C', '40004405146A', '40004405147A', '40004405150A', '40004405151A', '40004405153A', '40004405154A', '40004405155A', '40004405156A', '40004405160A', '40004405161A', '40004405162B', '40004405163B', '40004406966B', '40004405811A', '40004405164B', '40004405165B', '40004405166B', '40004405167B', '40004405168A', '40004405169B', '490014056E', '490003552N', '490013036H', '490001285C', '490015165A', '490013315N', '490009627N', '490013035N', '490008830N', '490005498N', '490004478G', '490006412E2', '490005800A1', '490013664C1', '490010295E', '490009282NT', '490018922E', '490008823NB', '490015315NH', '490008825N', '490011445N', '490014239N', '490007101E', '490008831N', '490014914N', '490013535N', '490013892W', '490004219S', '490008686N', '490007379N', '490013982N', '490008832S2', '490008832S2', '490011644W', '490013892W', '490004219S', '490008686N', '490007379N', '490013982N', '490013535S', '490014914S', '490008831S', '490007101W', '490014239S', '490011445S', '490008825S', '490015315NK', '490008823NA', '490009282NV', '4900018701W', '490013664C2', '490006412D2', '490004478F', '490008829S', '490013034S', '490009627S', '490013315S', '490015165B', '490001285D', '490013036G', '490003552S', '490014056W', '40004405169A', '40004405168B', '40004405167A', '40004405166A', '40004405165A', '40004405164A', '40004406966A', '40004405163A', '40004405162A', '40004405153A', '40004405154A', '40004405155A', '40004405156A', '40004405160A', '40004405161A', '40004405152A', '40004405151B', '40004405149A', '40004405147B', '40004405146B', '40004405145A', '40004405145A', '40004405142B', '40004405141B', '40004405145A', '40004405076B']"
571,k4,K4,bus,"['490015315NJ', '490008823NA', '490009282NV', '4900018701W', '490013664C2', '490006412D1', '490006412H', '490007595J', '490008821UL', '490003493E', '490005992S', '490003467S', '490009421S', '490004603S', '490012776W', '490001285E', '490001285D', '490013036G', '490009395S', '490010075S', '490018574S', '490008949S', '490006089S', '490013457HU', '490013628S', '490007205S', '490006501S', '490013474S', '490008338S1', '490013597Q', '490004328N', '490006490M', '490009819K', '490009613W', '490011588W', '490011588W', '490009613N', '490017855N', '490006490L', '490009615P', '490013597N', '490008338N', '490013474N', '490006501N', '490007205N', '490013628N', '490013457N', '490008949N', '490010075N', '490009395N', '490013036H', '490001285C', '490012776E', '490004603N', '490003600N', '490009421N', '490003467N', '490005992N', '490003493W', '490008821W', '490007595K', '490006412E2', '490005800A1', '490013664C1', '490010295E', '490009282NT', '490018922E', '490008823NB', '490015315N']"
572,k5,K5,bus,"['490000151C', '490011889W', '490009833S', '490008687W', '490011827N', '490000882Z', '490010057W', '490010168W', '490001339B', '490009412N', '490013134W', '490011454J', '490001237G', '490004647W', '490004832W', '490011455S', '490003967S', '490012037S', '490015435E', '490004884E', '490018779S', '490001199B', '490018780W', '490010058N', '490004091N', '490012723N', '490015206K', '490015206L', '490010232W', '490000883Z', '490012394W', '490003361W', '490008804W', '490018782N', '490007247ND', '490008823NA', '490009282NV', '4900018701W', '490013664C2', '490006705B2', '490006412E3', '490005800A1', '490004740S', '490004775S', '490000884Z', '490011563W', '490006283S', '490020109W', '490003725N', '490006283E', '490020199Z', '490016644E', '490004775W', '490004740N', '490017352W', '490001173V', '490005800A2', '490005800A2', '490006705B2', '490006412E2', '490005800A2', '490005800A2', '490013664C1', '490010295E', '490009282NT', '490018922E', '490008823NB', '490007247S', '490000869Z', '490006079E', '490003361E', '490014356E', '490010232E', '490000879Z', '490015206M', '490015206J', '490012723S', '490004091S', '490018775E', '490001199A', '490018776N', '490014399S', '490004884W', '490012037N', '490004832E', '490004647E', '490001237F', '490011454H', '490013134E', '490009412S', '490001339A', '490010168E', '490010057E', '490005285S', '490008687E', '490009833E', '490000880Z', '490000151C']"
573,n1,N1,bus,"['490000235Z', '490010131WB', '490000112M', '490019703Z', '490014271N', '490000254E', '490013485S1', '490012693S2', '490009281E', '490000073K', '490011632BA', '490003658BC', '490004315BH', '490007533E', '490006792E', '490012367E', '490003275E', '490003533E', '490012353E', '490003311E', '490009482S', '490007086B', '490003716E', '490005603E', '490014228E', '490013042J', '490000229L', '490000229S', '490003944ZC', '490006052E', '490006049E', '490007585E', '490018861', '490006050C', '490011687D', '490005736E', '490010309E', '490002027A', '490006196F', '490013764S', '490009754K', '490005231K', '490004081J', '490007510D', '490009685E', '490006356E', '490011398H', '490011704E', '490007093E2', '490001058E', '490012854E', '490010911A', '490014923E', '490000889Z', '490014247E', '490006983DE', '490008802E', '490014928E', '490011159Y', '490013616T', '490001344N1', '490014934E', '490009723E', '490011069A', '490001227M', '490008908P', '490011077E1', '490011276E2', '490011075E1', '490004163N', '490004835N', '490004162E', '490004164E', '490007459E', '490005546H', '490001001Y', '490013257A', '490010190N', '490004130N', '490011113E', '490005908E', '490009206E', '490009550N', '490010268W', '490008405W', '490013216E', '490013214A', '490007092G', '490007923S', '490012364S', '490013459E', '490013459W', '490012364N', '490007923N', '490007092F', '490013214A', '490009198D', '490008405E', '490010268E', '490006355S', '490009206W', '490011113W', '490004130S', '490010190S', '490013257B', '490010675BA', '490001001D', '490005546K', '490007459W', '490004164W', '490004162W', '490004835S', '490004163S', '490011075W1', '490011077W', '490003584O', '490008908S', '490001227E', '490014924D', '490009723W', '490014934W1', '490003917D', '490014928A', '490006982DG', '490011247DC', '490014247W', '490014923W', '490013207W', '490015556W', '490012854W', '490001058F', '490007093W1', '490011704W', '490011398J', '490006356W', '490009685W', '490003334W', '490007510A', '490005224L', '490009754G', '490013764T', '490006196G', '490007507B', '490010309W', '490005736W', '490011687H', '490006050A', '490007585W', '490006049N', '490006052W', '490003944N', '490004655N', '490011722Q', '490005603W', '490011719A', '490009482N', '490003311N', '490012353W', '490011538W', '490003275W', '490012367W', '490007362S', '490015272BJ', '490003658BS', '490011632BT', '490000073N', '490009281A', '490012693N1', '490013485N', '490000254K', '490014270P', '490008932T', '490003191F', '490000112P', '490006203RA', '490000235N']"
